ENSG00000000003	IPI00013449
ENSG00000000003	IPI01014712
ENSG00000000005	IPI00301076
ENSG00000000419	IPI00022018
ENSG00000000419	IPI00641116
ENSG00000000419	IPI00790317
ENSG00000000419	IPI00796864
ENSG00000000457	IPI00217989
ENSG00000000457	IPI00237463
ENSG00000000457	IPI00640590
ENSG00000000460	IPI00178512
ENSG00000000460	IPI00830022
ENSG00000000460	IPI00830049
ENSG00000000460	IPI00909924
ENSG00000000460	IPI00910478
ENSG00000000938	IPI00016871
ENSG00000000938	IPI00643149
ENSG00000000971	IPI00029739
ENSG00000000971	IPI00218999
ENSG00000000971	IPI00515041
ENSG00000000971	IPI00942414
ENSG00000000971	IPI01026144
ENSG00000001036	IPI00012440
ENSG00000001036	IPI00385460
ENSG00000001036	IPI00385461
ENSG00000001084	IPI00215768
ENSG00000001084	IPI00965232
ENSG00000001084	IPI00965319
ENSG00000001084	IPI00965660
ENSG00000001084	IPI00965695
ENSG00000001084	IPI00965983
ENSG00000001167	IPI00218470
ENSG00000001167	IPI00333568
ENSG00000001460	IPI00514148
ENSG00000001460	IPI00642810
ENSG00000001460	IPI00646670
ENSG00000001460	IPI00647342
ENSG00000001460	IPI00867604
ENSG00000001461	IPI00384941
ENSG00000001461	IPI00411353
ENSG00000001461	IPI00746927
ENSG00000001461	IPI00761050
ENSG00000001461	IPI00783575
ENSG00000001497	IPI00009917
ENSG00000001497	IPI00152781
ENSG00000001497	IPI00641990
ENSG00000001497	IPI00645869
ENSG00000001561	IPI00007249
ENSG00000001617	IPI00298003
ENSG00000001617	IPI00556643
ENSG00000001617	IPI00926618
ENSG00000001617	IPI00926865
ENSG00000001617	IPI00927097
ENSG00000001617	IPI00927665
ENSG00000001617	IPI00927913
ENSG00000001626	IPI00815998
ENSG00000001626	IPI00816721
ENSG00000001626	IPI00816790
ENSG00000001626	IPI00945213
ENSG00000001626	IPI00952586
ENSG00000001629	IPI00292914
ENSG00000001629	IPI00924994
ENSG00000001629	IPI00925650
ENSG00000001629	IPI00926050
ENSG00000001629	IPI00926262
ENSG00000001630	IPI00295772
ENSG00000001630	IPI00926468
ENSG00000001630	IPI00926620
ENSG00000001630	IPI00926839
ENSG00000001630	IPI01013163
ENSG00000001631	IPI00418142
ENSG00000001631	IPI00554504
ENSG00000001631	IPI00651671
ENSG00000001631	IPI00924535
ENSG00000001631	IPI00925092
ENSG00000001631	IPI00925596
ENSG00000001631	IPI00926018
ENSG00000001631	IPI00926375
ENSG00000001631	IPI00926503
ENSG00000001631	IPI00926941
ENSG00000001631	IPI00927091
ENSG00000001631	IPI00927295
ENSG00000001631	IPI00927666
ENSG00000001631	IPI00927907
ENSG00000001631	IPI00927951
ENSG00000002016	IPI00028870
ENSG00000002016	IPI00098913
ENSG00000002016	IPI00301078
ENSG00000002016	IPI00792549
ENSG00000002016	IPI00794262
ENSG00000002016	IPI00852661
ENSG00000002016	IPI01013405
ENSG00000002330	IPI00024291
ENSG00000002330	IPI00793228
ENSG00000002330	IPI01009237
ENSG00000002330	IPI01011886
ENSG00000002330	IPI01012371
ENSG00000002549	IPI00419237
ENSG00000002549	IPI00789806
ENSG00000002549	IPI00963851
ENSG00000002549	IPI00967898
ENSG00000002586	IPI00220117
ENSG00000002586	IPI00253036
ENSG00000002586	IPI00642948
ENSG00000002586	IPI00643531
ENSG00000002586	IPI00644034
ENSG00000002586	IPI00645716
ENSG00000002587	IPI00021377
ENSG00000002587	IPI00966867
ENSG00000002726	IPI00020982
ENSG00000002726	IPI00219832
ENSG00000002726	IPI00947111
ENSG00000002726	IPI00953666
ENSG00000002726	IPI00956005
ENSG00000002726	IPI01009159
ENSG00000002745	IPI00002791
ENSG00000002745	IPI00216310
ENSG00000002745	IPI01008820
ENSG00000002746	IPI00173347
ENSG00000002746	IPI00925807
ENSG00000002746	IPI00926322
ENSG00000002746	IPI01012649
ENSG00000002822	IPI00873518
ENSG00000002822	IPI00892514
ENSG00000002822	IPI00892791
ENSG00000002822	IPI00892910
ENSG00000002822	IPI00893181
ENSG00000002822	IPI00893354
ENSG00000002822	IPI00893466
ENSG00000002822	IPI00893747
ENSG00000002822	IPI00893885
ENSG00000002822	IPI00894035
